Field,Field_Variability_Rank,X_miles,Y_miles,Structural_Depth_ft,Isopach_ft,GammaRay_API,Resistivity_ohmm,Porosity_frac,Oil_Production_BOPD
Field_06,6,7.47,0.3,8574.3,81.6,40.1,12.42,0.1689,211.6
Field_06,6,7.58,0.3,8819.9,74.9,40.6,12.25,0.1712,160.4
Field_06,6,7.68,0.3,9128.9,71.1,43.0,12.51,0.1664,120.9
Field_06,6,7.78,0.3,9394.1,75.7,45.2,13.99,0.1625,117.1
Field_06,6,7.88,0.3,9601.1,87.0,46.2,16.27,0.1676,154.9
Field_06,6,7.98,0.3,9719.0,98.0,46.6,17.62,0.1785,213.3
Field_06,6,8.08,0.3,9680.8,103.2,47.1,17.52,0.1837,238.2
Field_06,6,8.18,0.3,9502.6,103.9,46.8,17.32,0.1778,223.4
Field_06,6,8.28,0.3,9273.6,104.4,44.9,17.82,0.1664,206.5
Field_06,6,8.38,0.3,9064.9,104.4,42.1,18.39,0.1592,209.0
Field_06,6,8.48,0.3,8936.8,100.7,40.0,18.32,0.1606,237.4
Field_06,6,8.59,0.3,8908.9,94.4,39.4,18.0,0.169,292.5
Field_06,6,8.69,0.3,8859.2,89.6,39.4,18.26,0.1799,371.8
Field_06,6,8.79,0.3,8647.0,85.9,38.7,18.78,0.1888,439.7
Field_06,6,8.89,0.3,8379.5,79.0,36.9,18.4,0.1929,418.4
Field_06,6,8.99,0.3,8346.1,68.4,35.8,17.16,0.1937,318.6
Field_06,6,9.09,0.3,8678.2,58.8,37.2,16.27,0.1946,234.0
Field_06,6,9.19,0.3,9223.4,54.6,40.3,16.11,0.1962,197.3
Field_06,6,9.29,0.3,9705.5,56.9,42.9,15.95,0.1962,193.6
Field_06,6,9.39,0.3,9943.1,65.3,44.1,14.91,0.1956,206.7
Field_06,6,9.49,0.3,9965.6,77.1,45.5,12.75,0.1966,220.2
Field_06,6,9.6,0.3,9942.8,86.7,48.0,10.22,0.1982,216.6
Field_06,6,9.7,0.3,10015.6,89.8,50.4,8.48,0.1989,203.7
Field_06,6,9.8,0.3,10177.4,87.0,52.1,8.19,0.1999,203.9
Field_06,6,9.9,0.3,10282.4,82.1,53.7,9.36,0.202,221.3
Field_06,6,10.0,0.3,10187.8,76.9,55.0,11.53,0.2031,234.6
Field_06,6,0.0,0.4,9995.9,77.0,52.9,14.34,0.1966,250.6
Field_06,6,0.1,0.4,9653.4,71.0,49.9,16.81,0.1921,251.4
Field_06,6,0.2,0.4,9525.4,65.2,45.8,18.51,0.1844,254.4
Field_06,6,0.3,0.4,9616.4,61.3,43.5,18.58,0.177,245.1
Field_06,6,0.4,0.4,9686.4,61.7,43.6,17.19,0.1736,221.0
Field_06,6,0.51,0.4,9510.7,66.2,45.0,15.75,0.1763,195.3
Field_06,6,0.61,0.4,9097.5,69.6,46.0,15.37,0.1833,170.0
Field_06,6,0.71,0.4,8672.4,67.5,45.4,16.07,0.1884,142.6
Field_06,6,0.81,0.4,8450.0,61.9,42.9,16.97,0.1863,118.0
Field_06,6,0.91,0.4,8449.5,60.5,39.1,17.09,0.18,107.9
Field_06,6,1.01,0.4,8585.3,68.8,36.2,16.52,0.1802,126.8
Field_06,6,1.11,0.4,8785.9,82.7,36.3,16.07,0.1937,185.0
Field_06,6,1.21,0.4,8954.7,92.7,40.0,15.91,0.2138,266.7
Field_06,6,1.31,0.4,9001.4,93.7,46.1,15.35,0.2264,313.2
Field_06,6,1.41,0.4,8947.2,88.9,52.0,14.36,0.2265,305.5
Field_06,6,1.52,0.4,8885.6,84.7,55.1,13.85,0.2207,297.5
Field_06,6,1.62,0.4,8843.5,84.2,53.7,14.32,0.2168,320.0
Field_06,6,1.72,0.4,8743.9,86.5,49.1,15.29,0.2161,347.5
Field_06,6,1.82,0.4,8525.3,89.3,45.1,15.96,0.2158,335.8
Field_06,6,1.92,0.4,8263.9,91.3,44.6,16.14,0.2113,287.6
Field_06,6,2.02,0.4,8114.3,91.1,46.6,16.06,0.1995,238.4
Field_06,6,2.12,0.4,8135.6,86.9,47.4,15.52,0.181,193.4
Field_06,6,2.22,0.4,8260.2,79.7,45.3,14.35,0.1624,145.9
Field_06,6,2.32,0.4,8452.7,72.7,41.5,13.07,0.1529,111.3
Field_06,6,2.42,0.4,8766.1,66.1,38.1,12.18,0.1571,101.1
Field_06,6,2.53,0.4,9163.4,58.9,36.4,11.76,0.1713,111.7
Field_06,6,2.63,0.4,9457.4,53.5,37.6,11.73,0.1862,135.9
Field_06,6,2.73,0.4,9532.9,55.0,43.4,12.14,0.1941,177.9
Field_06,6,2.83,0.4,9429.6,63.6,52.5,13.07,0.1922,238.6
Field_06,6,2.93,0.4,9186.9,74.8,60.8,14.52,0.1799,288.9
Field_06,6,3.03,0.4,8850.4,84.6,64.3,16.33,0.1582,289.3
Field_06,6,3.13,0.4,8572.0,91.1,62.7,17.96,0.1324,230.4
Field_06,6,3.23,0.4,8491.2,91.9,58.4,18.95,0.113,159.1
Field_06,6,3.33,0.4,8551.3,87.0,54.5,19.61,0.1097,129.5
Field_06,6,3.43,0.4,8578.1,80.9,54.0,20.44,0.1218,155.9
Field_06,6,3.54,0.4,8550.0,78.7,57.0,20.92,0.1399,228.7
Field_06,6,3.64,0.4,8634.6,81.6,60.2,19.79,0.1572,299.6
Field_06,6,3.74,0.4,8920.6,87.3,60.1,16.73,0.1729,300.9
Field_06,6,3.84,0.4,9275.2,92.5,56.7,13.11,0.1879,240.7
Field_06,6,3.94,0.4,9495.6,93.8,53.0,10.59,0.2013,185.1
Field_06,6,4.04,0.4,9479.3,88.2,50.8,9.83,0.2096,165.4
Field_06,6,4.14,0.4,9233.6,74.8,49.1,10.59,0.2091,168.6
Field_06,6,4.24,0.4,8839.6,58.4,46.8,11.98,0.2009,167.1
Field_06,6,4.34,0.4,8479.1,47.1,44.3,13.17,0.1875,156.8
Field_06,6,4.44,0.4,8400.9,46.6,42.3,14.39,0.1687,157.7
Field_06,6,4.55,0.4,8733.8,57.0,41.2,16.24,0.1479,172.2
Field_06,6,4.65,0.4,9328.2,74.0,41.5,18.27,0.1357,190.9
Field_06,6,4.75,0.4,9848.7,91.5,43.2,19.36,0.1388,224.4
Field_06,6,4.85,0.4,10034.0,102.8,44.9,19.39,0.1523,292.2
Field_06,6,4.95,0.4,9851.6,104.1,45.6,18.88,0.167,377.4
Field_06,6,5.05,0.4,9487.2,96.8,45.2,17.63,0.1776,411.7
Field_06,6,5.15,0.4,9222.2,86.9,44.1,15.6,0.1834,365.1
Field_06,6,5.25,0.4,9191.0,81.0,42.7,13.98,0.1846,293.7
Field_06,6,5.35,0.4,9236.7,81.5,42.1,13.64,0.1816,236.6
Field_06,6,5.45,0.4,9129.5,85.4,43.0,13.92,0.1786,186.8
Field_06,6,5.56,0.4,8867.4,88.7,44.9,13.66,0.1829,150.0
Field_06,6,5.66,0.4,8647.3,88.8,46.0,13.01,0.1949,149.8
Field_06,6,5.76,0.4,8608.6,85.9,44.9,12.95,0.2035,187.0
Field_06,6,5.86,0.4,8689.5,82.5,42.8,13.7,0.1997,240.0
Field_06,6,5.96,0.4,8744.5,79.2,42.3,14.8,0.1886,290.8
Field_06,6,6.06,0.4,8750.6,73.6,44.6,15.86,0.1827,334.3
Field_06,6,6.16,0.4,8797.5,64.7,48.4,16.57,0.1877,364.4
Field_06,6,6.26,0.4,8875.7,56.5,52.8,16.34,0.1995,370.5
Field_06,6,6.36,0.4,8830.6,54.2,56.8,15.13,0.2098,363.5
Field_06,6,6.46,0.4,8567.5,58.1,58.5,13.88,0.2142,362.7
Field_06,6,6.57,0.4,8162.4,65.6,56.1,13.15,0.2142,373.5
Field_06,6,6.67,0.4,7760.8,75.4,51.0,12.64,0.2123,391.6
Field_06,6,6.77,0.4,7485.1,85.7,46.6,12.16,0.2088,391.9
Field_06,6,6.87,0.4,7433.9,90.2,45.4,11.88,0.2024,349.5
Field_06,6,6.97,0.4,7665.7,84.8,46.9,11.89,0.1919,284.2
Field_06,6,7.07,0.4,8128.0,74.7,48.7,12.03,0.1794,233.0
Field_06,6,7.17,0.4,8623.1,69.5,48.5,12.14,0.171,212.0
Field_06,6,7.27,0.4,8925.4,72.0,45.6,12.12,0.1713,218.7
Field_06,6,7.37,0.4,8990.3,76.6,41.8,11.98,0.1781,226.8
Field_06,6,7.47,0.4,8978.7,76.6,39.5,11.59,0.1828,202.6
Field_06,6,7.58,0.4,9048.8,72.4,39.6,11.15,0.178,152.5
Field_06,6,7.68,0.4,9217.9,71.3,41.2,11.39,0.165,115.5
Field_06,6,7.78,0.4,9428.7,78.8,43.2,12.85,0.1552,112.0
Field_06,6,7.88,0.4,9611.6,92.4,45.3,14.86,0.1589,145.4
Field_06,6,7.98,0.4,9678.1,104.2,47.4,15.92,0.1731,204.1
Field_06,6,8.08,0.4,9592.0,108.5,48.9,15.96,0.1846,251.5
Field_06,6,8.18,0.4,9436.0,106.9,48.8,16.37,0.1849,273.3
Field_06,6,8.28,0.4,9312.1,104.2,46.5,17.69,0.1772,285.4
Field_06,6,8.38,0.4,9244.3,100.7,42.9,18.99,0.17,293.5
Field_06,6,8.48,0.4,9222.8,94.7,40.3,19.37,0.1673,303.2
Field_06,6,8.59,0.4,9214.5,88.6,40.0,19.47,0.1682,337.9
Field_06,6,8.69,0.4,9100.5,86.3,41.3,20.32,0.1696,416.2
Field_06,6,8.79,0.4,8788.8,86.4,42.3,21.21,0.169,494.2
Field_06,6,8.89,0.4,8424.6,83.2,41.7,20.43,0.1668,467.0
Field_06,6,8.99,0.4,8298.4,74.6,40.1,18.38,0.168,351.6
Field_06,6,9.09,0.4,8537.7,65.2,39.6,17.07,0.1769,263.7
Field_06,6,9.19,0.4,9017.7,60.5,40.3,17.1,0.1911,239.3
Field_06,6,9.29,0.4,9502.9,62.5,40.8,17.42,0.2035,257.7
Field_06,6,9.39,0.4,9819.1,70.7,40.0,16.75,0.2106,286.5
Field_06,6,9.49,0.4,9961.3,82.1,39.5,14.75,0.2127,292.3
Field_06,6,9.6,0.4,10048.4,91.7,40.2,12.16,0.209,263.0
Field_06,6,9.7,0.4,10182.8,95.1,42.1,10.12,0.2008,226.4
Field_06,6,9.8,0.4,10355.2,92.7,44.8,9.4,0.1941,212.4
Field_06,6,9.9,0.4,10445.5,88.0,48.8,10.08,0.1935,224.2
Field_06,6,10.0,0.4,10324.4,82.8,52.4,11.9,0.1963,243.5
Field_06,6,0.0,0.51,9744.6,80.7,51.3,13.93,0.1996,253.8
Field_06,6,0.1,0.51,9388.0,73.7,48.5,16.13,0.1983,259.9
Field_06,6,0.2,0.51,9207.2,65.1,44.6,17.8,0.1949,265.9
Field_06,6,0.3,0.51,9261.3,58.4,42.3,18.04,0.19,259.3
Field_06,6,0.4,0.51,9349.2,57.4,42.5,17.06,0.1841,237.0
Field_06,6,0.51,0.51,9199.7,61.4,44.3,15.96,0.1793,204.5
Field_06,6,0.61,0.51,8770.8,64.2,46.1,15.6,0.178,158.2
Field_06,6,0.71,0.51,8305.0,61.0,46.3,16.0,0.1788,105.1
Field_06,6,0.81,0.51,8066.9,55.4,44.8,16.52,0.1769,68.5
Field_06,6,0.91,0.51,8101.2,55.5,42.0,16.57,0.1719,64.3
Field_06,6,1.01,0.51,8310.3,66.1,39.2,16.17,0.172,98.0
Field_06,6,1.11,0.51,8596.2,83.4,39.0,15.74,0.1849,175.9
Field_06,6,1.21,0.51,8852.2,97.5,42.9,15.21,0.2063,274.3
Field_06,6,1.31,0.51,8989.5,101.2,49.9,14.21,0.2235,323.8
Field_06,6,1.41,0.51,9006.4,96.1,56.7,13.05,0.2296,310.9
Field_06,6,1.52,0.51,8951.8,89.9,60.2,12.62,0.2283,300.5
Field_06,6,1.62,0.51,8846.9,88.3,58.7,13.22,0.2254,326.4
Field_06,6,1.72,0.51,8685.2,90.6,53.4,14.22,0.2228,354.9
Field_06,6,1.82,0.51,8490.2,93.3,47.9,14.72,0.2194,332.1
Field_06,6,1.92,0.51,8337.1,95.1,45.5,14.7,0.2127,269.0
Field_06,6,2.02,0.51,8292.5,95.1,46.0,14.65,0.2006,215.6
Field_06,6,2.12,0.51,8328.9,92.8,46.0,14.57,0.1838,181.9
Field_06,6,2.22,0.51,8352.7,88.8,43.1,14.24,0.1667,150.1
Field_06,6,2.32,0.51,8357.3,83.9,38.2,13.72,0.1568,121.8
Field_06,6,2.42,0.51,8466.9,76.4,33.4,13.2,0.16,112.7
Field_06,6,2.53,0.51,8739.8,65.7,30.7,12.8,0.1742,127.1
Field_06,6,2.63,0.51,9038.7,56.8,31.6,12.69,0.1898,155.1
Field_06,6,2.73,0.51,9215.5,56.0,37.7,12.95,0.1983,197.2
Field_06,6,2.83,0.51,9266.4,63.2,48.0,13.52,0.1973,251.1
Field_06,6,2.93,0.51,9220.0,72.9,57.8,14.37,0.1876,290.2
Field_06,6,3.03,0.51,9073.6,81.5,62.7,15.48,0.1693,292.5
Field_06,6,3.13,0.51,8884.0,87.0,62.4,16.59,0.1444,253.0
Field_06,6,3.23,0.51,8755.0,87.6,59.1,17.48,0.1217,194.6
Field_06,6,3.33,0.51,8707.0,83.2,55.7,18.43,0.1124,162.0
Field_06,6,3.43,0.51,8673.7,78.3,54.6,19.88,0.1199,181.4
Field_06,6,3.54,0.51,8667.4,77.6,55.8,21.37,0.1375,259.0
Field_06,6,3.64,0.51,8796.2,82.0,56.9,21.42,0.1572,364.4
Field_06,6,3.74,0.51,9060.4,89.3,55.4,19.03,0.1748,411.2
Field_06,6,3.84,0.51,9298.5,95.5,51.6,15.25,0.1885,359.8
Field_06,6,3.94,0.51,9373.4,95.9,48.5,12.13,0.1984,277.2
Field_06,6,4.04,0.51,9282.1,86.9,48.1,10.83,0.204,225.2
Field_06,6,4.14,0.51,9080.7,70.0,49.3,11.34,0.2042,202.0
Field_06,6,4.24,0.51,8821.4,53.3,49.9,12.89,0.1996,185.7
Field_06,6,4.34,0.51,8610.8,45.2,49.4,14.5,0.1913,179.7
Field_06,6,4.44,0.51,8620.7,48.2,48.4,16.02,0.1765,193.4
Field_06,6,4.55,0.51,8936.7,59.2,47.9,17.7,0.1563,209.8
Field_06,6,4.65,0.51,9428.6,74.7,48.6,19.0,0.1416,216.5
Field_06,6,4.75,0.51,9843.0,90.7,50.4,19.11,0.1432,233.7
Field_06,6,4.85,0.51,9987.6,101.8,52.2,18.52,0.1594,282.7
Field_06,6,4.95,0.51,9807.5,103.5,52.6,17.98,0.1789,347.1
Field_06,6,5.05,0.51,9411.0,97.1,51.7,17.05,0.1922,371.5
Field_06,6,5.15,0.51,9048.6,88.6,50.1,15.32,0.1968,336.9
Field_06,6,5.25,0.51,8894.4,83.9,48.3,13.83,0.1933,287.4
Field_06,6,5.35,0.51,8855.6,84.8,47.3,13.43,0.1832,246.7
Field_06,6,5.45,0.51,8749.2,89.3,47.3,13.45,0.1724,202.9
Field_06,6,5.56,0.51,8570.0,94.1,47.8,12.91,0.1712,162.7
Field_06,6,5.66,0.51,8461.2,96.5,47.3,12.21,0.1826,154.0
Field_06,6,5.76,0.51,8519.9,95.3,45.5,12.35,0.1949,188.3
Field_06,6,5.86,0.51,8697.4,91.9,43.9,13.58,0.1959,253.9
Field_06,6,5.96,0.51,8863.5,88.1,44.6,15.5,0.1872,332.4
Field_06,6,6.06,0.51,8957.1,82.1,47.3,17.45,0.1808,408.4
Field_06,6,6.16,0.51,9025.3,72.5,50.2,18.49,0.1836,453.3
Field_06,6,6.26,0.51,9083.1,62.8,52.7,17.89,0.1934,441.8
Field_06,6,6.36,0.51,9047.4,57.4,54.9,16.14,0.2041,397.0
Field_06,6,6.46,0.51,8867.2,57.1,55.4,14.38,0.2119,351.7
Field_06,6,6.57,0.51,8590.3,59.2,52.9,13.01,0.2142,311.7
Field_06,6,6.67,0.51,8284.4,63.6,48.5,11.85,0.2089,278.9
Field_06,6,6.77,0.51,8016.9,70.1,45.3,10.9,0.1961,249.2
Field_06,6,6.87,0.51,7901.1,74.2,45.3,10.41,0.1798,213.1
Field_06,6,6.97,0.51,8057.6,71.8,47.5,10.48,0.1667,179.2
Field_06,6,7.07,0.51,8491.5,66.0,49.6,10.95,0.1617,163.6
Field_06,6,7.17,0.51,9024.0,63.3,49.3,11.47,0.1667,171.8
Field_06,6,7.27,0.51,9395.2,66.4,46.8,11.69,0.1785,197.4
Field_06,6,7.37,0.51,9474.3,71.5,43.5,11.49,0.1897,215.6
Field_06,6,7.47,0.51,9346.2,73.6,41.1,11.02,0.1913,198.1
Field_06,6,7.58,0.51,9191.5,72.7,39.9,10.78,0.1785,154.9
Field_06,6,7.68,0.51,9143.5,74.5,39.7,11.45,0.1563,121.5
Field_06,6,7.78,0.51,9222.2,83.1,40.8,13.23,0.1393,115.0
Field_06,6,7.88,0.51,9322.1,95.2,43.3,15.14,0.1399,140.5
Field_06,6,7.98,0.51,9311.2,103.9,46.9,15.81,0.1559,197.0
Field_06,6,8.08,0.51,9209.7,105.4,50.1,15.65,0.1732,260.5
Field_06,6,8.18,0.51,9181.6,101.6,51.3,16.11,0.1807,305.7
Field_06,6,8.28,0.51,9306.3,96.2,49.3,17.63,0.1791,329.8
Field_06,6,8.38,0.51,9492.8,90.5,45.3,19.21,0.1753,333.0
Field_06,6,8.48,0.51,9630.3,84.4,41.9,19.85,0.1721,325.2
Field_06,6,8.59,0.51,9662.4,80.9,41.3,20.13,0.1678,339.6
Field_06,6,8.69,0.51,9510.4,82.7,42.9,20.9,0.1601,395.4
Field_06,6,8.79,0.51,9120.0,87.2,44.8,21.25,0.1494,443.7
Field_06,6,8.89,0.51,8634.3,87.6,45.3,19.61,0.141,402.9
Field_06,6,8.99,0.51,8337.9,80.9,44.6,16.89,0.1429,307.8
Field_06,6,9.09,0.51,8394.4,71.9,43.8,15.28,0.1588,248.6
Field_06,6,9.19,0.51,8744.9,67.0,43.4,15.35,0.1826,249.9
Field_06,6,9.29,0.51,9211.7,68.1,42.0,16.14,0.2036,293.2
Field_06,6,9.39,0.51,9632.9,73.9,39.0,16.41,0.2157,334.1
Field_06,6,9.49,0.51,9949.0,81.7,36.0,15.62,0.2186,328.8
Field_06,6,9.6,0.51,10179.5,88.1,34.9,14.03,0.2133,279.0
Field_06,6,9.7,0.51,10334.7,90.3,36.3,12.34,0.2028,229.3
Field_06,6,9.8,0.51,10389.3,89.2,40.3,11.23,0.1944,210.1
Field_06,6,9.9,0.51,10312.3,87.2,45.8,11.14,0.1936,219.8
Field_06,6,10.0,0.51,10090.2,85.0,50.3,12.1,0.1974,240.7
Field_06,6,0.0,0.61,9390.0,81.0,49.5,13.09,0.2046,246.9
Field_06,6,0.1,0.61,9082.3,74.2,47.0,14.94,0.2046,258.6
Field_06,6,0.2,0.61,8867.6,64.6,43.2,16.85,0.2031,274.6
Field_06,6,0.3,0.61,8841.4,57.5,40.2,17.85,0.198,284.2
Field_06,6,0.4,0.61,8899.4,56.9,39.5,17.63,0.1878,274.1
Field_06,6,0.51,0.61,8797.5,61.1,41.2,16.74,0.1755,233.9
Field_06,6,0.61,0.61,8448.5,63.1,44.0,15.9,0.168,165.7
Field_06,6,0.71,0.61,8051.2,59.5,46.5,15.46,0.1677,97.0
Field_06,6,0.81,0.61,7865.2,55.1,47.5,15.3,0.1688,56.4
Field_06,6,0.91,0.61,7953.2,57.2,46.3,15.11,0.1664,54.1
Field_06,6,1.01,0.61,8221.5,68.3,43.7,14.72,0.1661,90.2
Field_06,6,1.11,0.61,8555.3,84.2,42.4,14.28,0.1769,163.7
Field_06,6,1.21,0.61,8842.4,97.2,45.3,13.88,0.1978,254.1
Field_06,6,1.31,0.61,9006.4,101.0,51.6,13.44,0.2182,312.3
Field_06,6,1.41,0.61,9042.0,95.8,58.2,13.13,0.2305,323.0
Field_06,6,1.52,0.61,8972.8,88.7,61.6,13.47,0.2355,331.0
Field_06,6,1.62,0.61,8819.6,85.5,60.5,14.62,0.236,363.0
Field_06,6,1.72,0.61,8630.3,86.3,55.3,15.75,0.2325,381.4
Field_06,6,1.82,0.61,8487.7,88.7,49.1,15.82,0.2251,340.1
Field_06,6,1.92,0.61,8450.8,92.1,45.3,15.01,0.2145,269.2
Field_06,6,2.02,0.61,8492.1,94.9,44.5,14.23,0.2014,221.2
Field_06,6,2.12,0.61,8497.3,95.8,44.4,13.92,0.1869,202.9
Field_06,6,2.22,0.61,8362.7,94.9,41.8,14.06,0.1731,192.3
Field_06,6,2.32,0.61,8140.3,91.6,36.7,14.37,0.1648,176.6
Field_06,6,2.42,0.61,8039.6,83.4,31.2,14.53,0.1676,166.8
Field_06,6,2.53,0.61,8204.3,70.3,27.7,14.5,0.1812,175.2
Field_06,6,2.63,0.61,8544.8,58.1,28.0,14.36,0.1964,191.3
Field_06,6,2.73,0.61,8890.0,54.0,33.7,14.13,0.2035,210.7
Field_06,6,2.83,0.61,9176.3,58.8,44.0,13.88,0.2011,235.7
Field_06,6,2.93,0.61,9375.5,67.7,54.3,13.8,0.1928,257.2
Field_06,6,3.03,0.61,9422.9,76.5,60.1,13.97,0.1798,269.6
Field_06,6,3.13,0.61,9313.1,82.3,60.4,14.38,0.1617,263.0
Field_06,6,3.23,0.61,9131.0,82.9,57.5,15.15,0.1422,233.3
Field_06,6,3.33,0.61,8949.6,79.3,54.0,16.57,0.1304,206.7
Field_06,6,3.43,0.61,8794.7,76.9,51.7,18.62,0.1326,217.4
Field_06,6,3.54,0.61,8727.5,79.1,50.8,20.69,0.1467,285.7
Field_06,6,3.64,0.61,8816.8,85.3,50.1,21.67,0.165,401.9
Field_06,6,3.74,0.61,8992.1,92.7,47.9,20.66,0.1801,490.1
Field_06,6,3.84,0.61,9083.9,97.9,44.9,17.83,0.188,470.2
Field_06,6,3.94,0.61,9028.1,96.5,43.4,14.63,0.1895,376.2
Field_06,6,4.04,0.61,8905.0,85.5,45.4,12.73,0.1885,294.7
Field_06,6,4.14,0.61,8804.7,67.6,49.6,12.76,0.1879,247.9
Field_06,6,4.24,0.61,8756.8,51.4,53.2,14.23,0.1885,220.2
Field_06,6,4.34,0.61,8782.8,45.3,54.6,16.1,0.1878,213.8
Field_06,6,4.44,0.61,8927.8,50.4,54.7,17.73,0.1802,228.9
Field_06,6,4.55,0.61,9196.9,62.0,54.9,19.0,0.1648,240.1
Field_06,6,4.65,0.61,9506.2,76.5,55.9,19.43,0.1515,239.4
Field_06,6,4.75,0.61,9741.1,90.9,57.5,18.63,0.1531,250.5
Field_06,6,4.85,0.61,9807.5,100.5,58.8,17.49,0.1707,286.4
Field_06,6,4.95,0.61,9627.2,101.1,58.6,16.92,0.193,320.1
Field_06,6,5.05,0.61,9229.2,94.5,56.8,16.4,0.208,312.1
Field_06,6,5.15,0.61,8829.9,86.8,54.2,15.19,0.2111,275.3
Field_06,6,5.25,0.61,8620.0,83.3,51.9,14.02,0.2034,251.0
Field_06,6,5.35,0.61,8535.6,85.2,50.6,13.66,0.1881,239.2
Field_06,6,5.45,0.61,8428.5,90.4,50.6,13.57,0.1728,214.4
Field_06,6,5.56,0.61,8316.8,96.2,50.8,13.01,0.1685,178.9
Field_06,6,5.66,0.61,8315.9,100.2,49.8,12.54,0.1774,163.5
Field_06,6,5.76,0.61,8464.9,100.3,47.6,12.92,0.1874,185.2
Field_06,6,5.86,0.61,8701.0,96.9,46.2,14.19,0.187,235.7
Field_06,6,5.96,0.61,8924.5,91.8,47.2,15.95,0.1786,298.0
Field_06,6,6.06,0.61,9082.7,85.1,49.4,17.61,0.173,361.7
Field_06,6,6.16,0.61,9201.7,76.3,50.7,18.23,0.1751,400.5
Field_06,6,6.26,0.61,9301.2,67.1,51.0,17.36,0.1827,387.4
Field_06,6,6.36,0.61,9336.2,60.5,51.4,15.74,0.1935,342.6
Field_06,6,6.46,0.61,9269.7,57.0,51.3,14.3,0.2052,295.4
Field_06,6,6.57,0.61,9107.5,55.0,49.6,13.16,0.2116,249.4
Field_06,6,6.67,0.61,8865.5,54.7,46.9,12.04,0.2057,208.2
Field_06,6,6.77,0.61,8600.9,57.5,45.3,11.01,0.1869,175.3
Field_06,6,6.87,0.61,8438.4,61.4,46.0,10.41,0.1636,148.1
Field_06,6,6.97,0.61,8504.5,63.5,48.1,10.41,0.148,132.6
Field_06,6,7.07,0.61,8834.0,64.4,49.9,10.81,0.1482,138.7
Field_06,6,7.17,0.61,9317.0,66.4,49.9,11.22,0.1623,165.4
Field_06,6,7.27,0.61,9725.5,70.0,48.1,11.33,0.1812,198.2
Field_06,6,7.37,0.61,9857.6,73.7,45.5,11.18,0.1938,214.0
Field_06,6,7.47,0.61,9679.4,75.8,43.0,11.04,0.1913,197.3
Field_06,6,7.58,0.61,9332.6,76.9,40.9,11.42,0.1713,159.9
Field_06,6,7.68,0.61,9025.3,80.5,39.6,12.85,0.142,128.3
Field_06,6,7.78,0.61,8872.3,87.5,39.9,15.28,0.1199,117.6
Field_06,6,7.88,0.61,8804.7,94.3,42.5,17.36,0.1181,138.3
Field_06,6,7.98,0.61,8705.7,97.0,47.1,17.65,0.1347,195.5
Field_06,6,8.08,0.61,8641.2,94.9,51.8,16.95,0.1558,265.3
Field_06,6,8.18,0.61,8801.5,90.5,54.4,16.94,0.1695,313.1
Field_06,6,8.28,0.61,9204.4,86.0,53.4,18.07,0.1752,332.8
Field_06,6,8.38,0.61,9643.7,81.6,49.2,19.42,0.1779,331.1
Field_06,6,8.48,0.61,9938.4,77.8,44.7,19.96,0.1787,321.6
Field_06,6,8.59,0.61,10038.4,77.5,42.6,19.95,0.174,330.2
Field_06,6,8.69,0.61,9899.2,82.4,43.1,19.92,0.161,361.6
Field_06,6,8.79,0.61,9473.4,88.9,44.8,19.16,0.1427,369.4
Field_06,6,8.89,0.61,8878.9,90.2,46.4,16.88,0.1287,314.7
Field_06,6,8.99,0.61,8398.6,83.9,47.4,14.09,0.1291,242.7
Field_06,6,9.09,0.61,8250.8,75.2,47.8,12.43,0.1462,206.9
Field_06,6,9.19,0.61,8457.2,70.4,47.3,12.36,0.172,218.3
Field_06,6,9.29,0.61,8904.1,70.4,44.7,13.4,0.1945,262.0
Field_06,6,9.39,0.61,9433.3,72.5,40.1,14.68,0.2074,297.9
Field_06,6,9.49,0.61,9907.5,74.7,35.4,15.51,0.2116,291.4
Field_06,6,9.6,0.61,10236.0,76.4,33.1,15.54,0.2095,252.3
Field_06,6,9.7,0.61,10354.9,77.4,34.6,14.67,0.2038,216.8
Field_06,6,9.8,0.61,10248.6,78.5,39.1,13.26,0.1994,205.6
Field_06,6,9.9,0.61,9993.4,80.8,44.8,12.19,0.1998,215.6
Field_06,6,10.0,0.61,9695.7,82.8,48.8,12.08,0.2029,233.3
Field_06,6,0.0,0.71,9122.2,79.8,47.6,12.33,0.2043,231.1
Field_06,6,0.1,0.71,8900.1,75.6,45.6,13.74,0.2043,250.5
Field_06,6,0.2,0.71,8679.9,68.4,42.3,15.88,0.2015,283.1
Field_06,6,0.3,0.71,8590.3,63.7,39.0,17.7,0.193,317.4
Field_06,6,0.4,0.71,8641.4,64.2,37.2,18.25,0.1781,319.5
Field_06,6,0.51,0.71,8641.1,67.4,38.1,17.41,0.1625,265.1
Field_06,6,0.61,0.71,8444.4,67.5,41.6,15.99,0.1552,181.5
Field_06,6,0.71,0.71,8167.0,63.4,45.9,14.95,0.1592,113.1
Field_06,6,0.81,0.71,8039.8,60.7,49.2,14.53,0.1657,78.3
Field_06,6,0.91,0.71,8149.3,64.7,49.4,14.21,0.1662,79.4
Field_06,6,1.01,0.71,8418.6,74.9,47.0,13.54,0.1652,111.9
Field_06,6,1.11,0.71,8721.4,86.4,44.9,12.83,0.1731,166.8
Field_06,6,1.21,0.71,8952.7,94.1,46.4,12.7,0.1917,234.4
Field_06,6,1.31,0.71,9075.5,95.1,51.5,13.36,0.2126,297.8
